"min1","min2","min3","min4","min5","min6","min7","min8","min9","min10","min11","min12","max1","max2","max3","max4","max5","max6","max7","max8","max9","max10","max11","max12","avg1","avg2","avg3","avg4","avg5","avg6","avg7","avg8","avg9","avg10","avg11","avg12","rain1","rain2","rain3","rain4","rain5","rain6","rain7","rain8","rain9","rain10","rain11","rain12"
-0.1,0.4,2.6,4.9,8,12.2,15.6,15.3,12.4,7.6,3.4,0.9,10.8,12.9,15.9,18.7,22.1,28.5,33.2,32.4,28,21.2,15.3,11.4,5.1111,6.4111,9.0111,11.522,14.789,20.067,24.233,23.667,19.978,14.122,9.1222,5.9,39.667,42.333,51.444,58,50.333,28.556,8.6667,12.667,29.444,47.667,45,45.778
-2.3,-1.8,0.1,2.1,5.2,9.6,13.2,13.1,9.9,5.4,1.2,-1,10.9,12.9,15.9,18.7,22.1,28.4,33.1,32.3,28,21.2,15.4,11.5,4.3,5.5167,7.9333,10.367,13.667,19.017,23.3,22.85,19.05,13.267,8.3,5.1167,47.833,50.333,61,66.333,55,29.333,11.667,15.167,31.5,52.167,51.667,53.167
-1.5,-1,1,3.1,6.3,10.6,14,13.9,10.8,6.1,1.9,-0.4,11.9,13.5,16.4,18.8,22.2,27.7,31.9,31.5,27.7,21.6,16.3,12.6,4.925,6.0167,8.5167,10.917,14.275,19.325,23.325,22.933,19.342,13.75,8.8833,5.775,35.167,36.917,44.25,59.167,50.833,33.833,11.167,15.667,31.583,48.833,45,41.083
-2.1,-1.6,0.3,2.3,5.5,9.8,13.4,13.3,10.2,5.6,1.4,-0.8,11.1,12.6,15.4,17.8,21.3,26.8,31.2,30.8,26.9,20.7,15.4,11.8,4.4375,5.4625,7.8,10.125,13.5,18.562,22.688,22.425,18.738,13.188,8.35,5.2875,41.625,42.875,50.75,64.75,53.875,32.25,13,17.375,32.875,53.125,49.5,46.375
-0.2,0.3,2.8,5.2,8.4,12.5,15.6,15.2,12.4,7.5,3.3,0.8,10,12.2,15.5,18.2,21.9,27.9,32.7,31.7,27.3,20.3,14.3,10.5,4.9167,6.3333,9.1833,11.733,15.133,20.183,24.2,23.5,19.883,13.967,8.9167,5.7333,34.5,37.5,45.667,47.833,50,32.333,9.8333,13.667,31,45.833,43.333,42.167
-0.4,0.1,2.4,4.7,7.8,12,15.4,15,12.1,7.3,3.1,0.6,10.2,12.5,15.7,18.5,22,28.1,32.9,32,27.6,20.6,14.6,10.8,4.9556,6.3111,9.0889,11.622,14.922,20.122,24.222,23.567,19.9,14,8.9556,5.7333,35.889,39,47.444,53.222,50.556,31.222,9.1111,13.111,30.111,46.556,43.556,43.111
-0.4,0,2.2,4.7,8,12.2,15.2,14.9,12,7.1,2.9,0.5,9.9,11.8,15.1,17.7,21.3,27.2,31.9,31,26.8,20,14.3,10.6,4.675,5.8,8.6,11.138,14.538,19.488,23.325,22.788,19.25,13.5,8.6625,5.55,32.125,34.75,45.625,48.75,53,39.125,13,17.75,34.375,46.375,41.5,39.125
-0.5,0,2.2,4.5,7.6,11.9,15.2,14.9,11.9,7.1,3,0.5,10.9,12.4,15.5,18,21.5,27.3,32,31.2,27,20.7,15.4,11.6,5.3583,6.5,9.2167,11.708,15.067,20.033,23.883,23.425,19.9,14.225,9.4,6.2417,29.917,32.25,39.583,51.5,47.917,35.333,10.25,14.833,30.5,45.167,40.75,36.25
-1.7,-1.2,1.1,3.5,6.9,11,13.9,13.4,10.7,5.8,1.7,-0.6,9,11.2,14.5,17.2,21.1,26.9,31.7,30.8,26.3,19.2,13.3,9.6,3.8333,5.1583,7.9667,10.483,14.067,19.025,22.917,22.283,18.683,12.667,7.7,4.6333,37,40.417,51.083,47.333,56.083,38.167,13.917,17.417,35.167,47.917,46.667,46.167
-3,-2.6,-0.4,2,5.5,9.7,12.6,12.3,9.4,4.4,0.3,-1.9,8.9,10.8,14.1,16.8,20.3,26.2,30.9,30,25.8,19,13.4,9.7,2.9778,4.1444,6.8556,9.4333,12.911,17.9,21.678,21.133,17.589,11.722,6.9889,3.9889,37.333,39.778,57.111,50,64.444,48.222,19.333,24.444,40.444,48.889,44,45.667
1.1,1.7,3.8,5.9,9.1,13.1,16.2,16.4,13.5,9.1,4.9,2.5,14.9,16.1,18.7,20.7,24,28.6,32,32,28.9,23.8,19.1,15.9,8.3444,9.3111,11.644,13.778,16.967,21.289,24.6,24.7,21.744,16.889,12.389,9.4556,30.556,26.556,30.333,43.778,36,18.111,5.5556,9.5556,27.111,47.222,37.444,36.556
5.3,5.9,8,10,13,16.5,19.4,19.7,17.3,13.2,9,6.5,16.1,16.9,19.2,21.1,24.1,28.2,31.3,31.6,28.9,24.3,19.9,17.1,10.8,11.6,13.72,15.68,18.6,22.36,25.38,25.7,23.26,18.88,14.66,11.9,28.4,22.2,22.4,30,25.6,11.4,2.4,4.2,20.8,40.4,32.6,32.2
4,4.9,7.2,9.5,12.4,16.3,18.8,18.9,16.5,12.3,8.1,5.6,16.2,17.3,19.7,21.5,24.7,28.9,32.3,32.3,29.3,24.8,20.5,17.4,10.283,11.258,13.575,15.633,18.717,22.725,25.483,25.75,23.225,18.8,14.517,11.6,26.083,20.333,24.75,33.417,28.833,13.5,3.6667,7.5,28.25,51.083,36.917,36.25
0.5,1.1,3.2,5.5,8.7,12.9,16,16,13,8.4,4.2,1.7,12.9,14.2,17.2,19.5,22.9,28.1,32.1,31.8,28.1,22.4,17.3,13.7,6.5667,7.5667,10.1,12.411,15.744,20.4,24,23.856,20.533,15.322,10.633,7.5889,27.667,28.111,33,51.556,43.222,30,9.2222,14.333,32.444,49.556,40.333,34.444
2.3,3,5.2,7.4,10.4,14.4,17.4,17.5,14.8,10.3,6.1,3.6,14,15.4,18.3,20.5,23.8,28.8,32.4,32.2,28.9,23.4,18.4,14.9,8.1667,9.25,11.8,14.05,17.267,21.783,25.067,25,21.967,16.933,12.317,9.3,26.667,24.333,28.833,45.167,36.667,20,5.5,9.8333,28.667,47.333,34.667,34.167
1.2,1.7,3.6,5.9,9.2,13.3,16.3,16.5,13.5,9.1,4.8,2.4,13.8,15,17.6,19.6,22.9,27.3,31.1,31,27.9,22.8,18.3,14.9,7.125,7.9083,10.258,12.483,15.808,20.167,23.533,23.725,20.575,15.742,11.233,8.25,28.75,31,34.75,49.5,43.333,29.833,10.667,16.917,40.417,60.75,46.333,38.417
2.9,3.7,5.8,8.1,11.2,15.2,17.9,18,15.4,11.1,6.9,4.4,16,17.2,19.8,21.7,25,29.6,32.9,32.9,29.8,24.8,20.5,17.2,9.575,10.625,13.025,15.225,18.375,22.55,25.462,25.638,22.9,18.288,13.9,10.912,22.625,21.625,24.125,38.125,31.75,16.625,4.5,9.375,32.25,53.875,35.625,33.125
-0.5,0,2,4.6,8,12.1,15.1,15,11.9,7.1,2.9,0.5,10.9,12,15.3,17.7,21.2,26,30.4,29.9,26.1,20.5,15.4,11.9,5.0833,5.9667,8.6333,11.133,14.583,19.233,22.9,22.683,19.15,13.767,9.0167,6.0333,27.667,29.833,39.667,46.667,52,41.5,15.167,20.167,38.667,48.5,40.333,34
0.2,0.6,2.6,4.9,8.2,12.3,15.5,15.6,12.5,7.9,3.7,1.3,10.9,12.3,15.5,18,21.4,26.8,31.1,30.6,26.7,20.7,15.4,11.8,5.6111,6.5111,9.0778,11.5,14.911,19.589,23.267,23.089,19.622,14.311,9.5889,6.5333,27.556,29.556,35.889,51,48.111,38.222,12.667,17.667,35.667,49.556,42,33.889
0.5,0.9,2.6,5,8.5,12.6,15.9,16.1,12.7,8,3.5,1.2,13.1,13.4,16.7,18.7,21.9,25.8,29.7,29.6,26.4,21.8,17.1,14.1,6.5875,7.125,9.575,11.888,15.312,19.488,22.938,23.1,19.788,14.925,10.288,7.45,27.625,30.375,36.625,43.5,47.625,37.875,15.625,21.375,46.125,59,44.375,34.625
0.3,0.7,2.5,4.9,8.2,12.4,15.6,15.7,12.5,8,3.7,1.3,13.4,13.8,16.9,19,22.2,26.3,29.7,29.8,26.9,22.2,17.6,14.3,6.7083,7.3083,9.6917,11.958,15.317,19.625,23.092,23.258,20.008,15.183,10.583,7.6583,29.417,32.083,37.333,48.167,46.25,35.5,13.667,20,44.583,62.083,47.75,38
-2.9,-2.5,-0.4,2,5.6,9.8,12.8,12.6,9.5,4.6,0.3,-1.8,8.6,10,13.3,15.8,19.5,24.7,29.2,28.7,24.5,18.4,13.2,9.7,3.025,3.9167,6.475,9.0167,12.675,17.342,21.025,20.875,17.1,11.65,6.875,4.0333,30.083,32.667,46.583,48.083,63.833,52.25,22.833,27.417,45.75,48.417,41.583,37.25
-2.8,-2.5,-0.9,1.4,5.2,9.4,12.8,12.9,9.4,4.5,0,-2.2,11,11.5,14.7,16.9,20.4,24.4,28.2,28.2,24.8,19.9,15.1,12.2,3.8444,4.4889,6.8,9.2222,12.967,17.189,20.8,20.989,17.244,12.244,7.4778,4.8444,29,32.333,42.444,47.111,62.444,51.556,24.667,29.778,52.556,55.444,46,36.444
2,2.4,4.1,6.4,9.5,13.5,16.5,17.2,14.1,10.1,5.9,3.4,15.8,16.6,19.2,21.2,24.3,28,30.9,31.3,28.8,24.5,20.3,17.2,8.6364,9.1364,11.327,13.482,16.673,20.573,23.718,24.382,21.391,17.136,12.891,9.9364,32.273,39.636,39.545,42.909,40.636,28.545,10.273,18,50.636,74.545,60.364,52.818
5.8,6.5,8.4,10.7,13.6,17.2,19.9,20.4,18.1,14.2,10.2,7.4,16.2,17.3,19.7,21.6,24.8,28.8,31.6,32,29.4,24.8,20.7,17.5,10.975,11.95,14.15,16.175,19.2,23.025,25.675,26.175,23.775,19.475,15.45,12.475,19.25,21.5,21,28.5,25.5,15,4,7.75,33.75,59.5,39.75,31.75
5.7,6.2,7.6,9.7,13,16.7,19.7,20.2,17.5,13.2,8.8,6.2,15.9,15.4,18.6,20.3,23,26.3,29.2,29.5,27.6,23.7,19.3,16.6,10.683,10.767,13.1,15.017,18.05,21.567,24.5,24.933,22.617,18.5,14.083,11.367,30.333,32,32.667,33.333,34,24.5,10.833,17.833,53.333,79.667,49.833,42
4.6,5,6.7,9,12.1,15.9,18.8,19.6,16.6,12.6,8.4,5.8,16.1,16.1,19.1,21.2,24.1,27.5,30.4,31.1,28.5,24.6,20.2,17.3,10.464,10.673,13.045,15.136,18.155,21.818,24.755,25.427,22.736,18.7,14.4,11.509,31.091,37.727,36.455,35.182,34.545,24.818,8.6364,16.636,54.182,79.455,57.727,53.909
1,1.4,3,5.3,9,13,16.3,16.7,13.2,8.5,3.9,1.5,14.9,15.2,17.8,19.7,22.8,25.7,28.6,29,26.9,22.9,18.5,15.9,8.0083,8.575,10.742,12.9,16.3,19.892,23.058,23.4,20.542,16.033,11.525,9.0083,26.333,34.083,34,37.25,48.25,35.667,16.667,23,56.5,66.75,48.5,37.417
-2.7,-2.2,-0.4,1,4.2,8.5,11.2,11.1,8.4,4.2,-0.1,-1.8,8.3,10.7,13.7,16.7,20.1,26.1,30.2,29.7,25.3,18.6,12.5,8.7,2.9083,4.3,6.8,8.8833,12.275,17.35,20.758,20.4,16.825,11.342,6.2167,3.475,57.417,49.417,53.5,51.75,61.5,38,13.583,12.833,35.833,54.167,66.75,64.083
-0.5,-0.1,2.6,3.9,7.3,10.8,12.8,13.1,10.2,6.2,2,0.3,7.7,10.5,13.7,16.8,20.4,25.6,29.4,28.8,24.7,18.6,12.4,8.3,3.6,5.1833,8.1,10.25,13.708,18.167,21.117,20.967,17.483,12.292,7.1083,4.2833,34.25,30,30.167,34.25,47.167,31.667,11.917,11.25,30.833,41.167,47.667,47.583
-0.5,0,2.2,3.7,7,10.9,13.1,13,10.3,6.3,2.1,0.2,7.8,10.5,13.8,16.2,20,25.4,29.3,29,24.7,18.1,11.9,8.3,3.65,5.1875,7.95,9.9875,13.438,18.162,21.225,20.962,17.462,12.15,7,4.2,41.125,36.375,36.375,39.875,51.875,32.75,12.625,11.125,32.375,44.375,53.75,51.875
-0.8,-0.2,2.7,3.9,6.8,10.3,12.1,12.2,10,6.2,2.4,0.3,7.4,10,13.2,16.5,19.8,25.1,28.8,28,24.3,18.3,12.6,8.5,3.3091,4.8455,7.9364,10.127,13.264,17.664,20.373,20.136,17.073,12.155,7.4182,4.3455,39.909,40.455,25.909,42.182,48.818,36.364,19.636,22.273,39.727,54.636,62.818,60
-0.4,0.1,3.2,4.4,7.5,10.9,12.8,13.1,10.4,6.5,2.5,0.6,7.6,10.4,13.5,16.8,20.4,25.5,29.4,28.5,24.8,18.7,12.7,8.6,3.6583,5.2333,8.3083,10.575,13.917,18.2,21.058,20.917,17.583,12.533,7.5417,4.6083,34.917,32.083,29.333,34.167,44.417,32.417,13.083,14.083,31.583,43.583,49.167,49.417
-3.1,-2.4,-0.4,0.4,3.2,6.6,8.5,8.7,6.9,3.5,-0.2,-2,10.1,11.1,13,15,17.9,21.6,24,24.3,21.7,18.1,13.8,11.7,2.8444,3.8778,6.0111,7.4889,10.467,14.233,16.656,16.8,14.456,10.411,6.1889,3.9556,73.667,71.111,54.778,86.556,73,58.778,43.111,51.333,64.333,88.556,113.22,96.444
-1.9,-1.2,1.1,2.1,5,8.4,10.1,10.3,8.4,4.9,1,-0.9,7,9.2,12.6,15.6,18.8,24.2,27.7,26.9,23.3,17.5,11.9,7.8,2.4667,3.8667,6.6833,8.5833,11.65,16.083,18.667,18.45,15.65,10.983,6.3333,3.3833,51,54.167,30.833,58,59.333,45.667,30.333,35.333,52.333,71.333,84.833,77.833
3.7,4.2,5.8,6.6,9.1,11.4,13.4,13.7,12.7,9.6,6.2,4.7,12.3,12.9,14.5,16,18.2,21.4,23.5,23.9,21.8,19,15.5,13.6,8.2,8.75,10.35,11.5,13.9,16.567,18.733,18.983,17.583,14.483,11.033,9.3,71,62,61.333,96.333,61.5,52,42.167,55,63.5,87.167,116.33,83.667
-3.3,-2.7,-0.8,0.5,3.7,7.9,10.7,10.5,7.9,3.5,-0.6,-2,7.8,10,13.2,15.9,19.4,25.4,29.9,29,24.5,17.7,11.8,8.2,1.8222,3.1444,5.6111,7.5444,10.989,16.067,19.689,19.256,15.622,10,5,2.5778,48.667,39.889,49.333,53,66.333,41.556,16.667,17.111,38.333,51.444,60.556,56.778
-2,-1.3,0.8,2.5,5.6,9.8,12.4,12.2,9.6,5.1,0.9,-0.5,9.6,11.9,15.5,18.6,22.2,27.8,32,30.9,26.6,19.9,14,10,3.5667,4.9417,7.7833,10.083,13.417,18.367,22.017,21.442,17.85,12.158,7.15,4.4,34.333,26.917,36.583,43.417,54.25,33.917,13,14,32.917,42.917,46.25,42.417
-0.1,0.3,3.1,4.3,7.8,11.4,13.4,13.4,10.5,6.6,2.4,0.9,7.8,10.6,14,17,20.4,25.7,29.5,28.7,24.8,18.6,12.6,8.4,3.8571,5.4143,8.5714,10.714,14.057,18.571,21.486,21.143,17.771,12.571,7.5571,4.7571,32.571,28.143,28.571,35,44.857,33,13.429,11.857,29.714,36.714,43.429,39
-1.4,-0.7,1.6,3.1,6.3,10.3,12.7,12.5,9.8,5.6,1.4,0,7.7,10.3,13.7,16.4,19.9,25.3,29.2,28.5,24.4,18,12.1,8.2,3.325,4.85,7.7375,9.75,13.188,17.862,20.975,20.612,17.05,11.75,6.7375,4.1375,33.625,27.625,31.75,38.625,50.875,34.75,14.25,12.75,31.875,38.875,45.5,40.125
-0.5,-0.1,2.6,4.4,7.3,11.4,14,14,11.1,7,3.1,1.4,7.7,10.3,14,16.9,20.2,25.6,29.4,28.6,24.8,18.3,12.6,8.4,3.5375,4.9375,8.15,10.525,13.7,18.35,21.5,21.2,17.8,12.375,7.7,4.8125,35.5,30.875,33.5,40,48.875,37.625,16,13,30.75,39.5,46.625,41.625
-2,-1.4,0.6,2.3,5.3,9.6,12.7,12.6,9.6,5.4,0.9,-0.6,7.5,9.9,13.5,16.2,19.6,25,28.9,28.3,24.2,17.6,11.9,8,2.975,4.325,7.2833,9.55,12.783,17.575,20.95,20.625,17.075,11.542,6.65,3.975,32.417,26.667,34,41.75,54.5,38.583,15.75,14.333,33.833,41,46.333,41.333
-1,-0.4,2.3,3.4,6.4,9.8,11.6,12.1,9.7,5.9,3,1.1,7.4,9.9,13.2,16.4,19.7,25,28.7,27.8,24.3,18.2,13.4,9.8,3.2,4.62,7.68,9.83,12.96,17.33,20.07,19.86,16.92,11.98,8.08,5.35,38.1,37.1,30,45.9,51.1,41.2,22.1,23.8,37.4,53,60.9,55
-0.6,-0.4,2.5,4,7.1,10.7,12.7,12.9,10.4,6.1,2.8,1.2,7.6,10.3,13.7,16.8,20.2,25.5,29.3,28.5,24.7,18.5,13.1,9.3,3.5,4.9333,8.1778,10.411,13.622,18.111,20.989,20.689,17.533,12.322,7.8111,4.9556,35.667,31.667,29.667,37.889,46.444,35.889,16,15.222,30.889,41.556,48.778,44.889
-1.1,-0.3,2.4,3.5,6.5,9.9,11.7,12.3,9.9,6,3.7,2.1,7.3,9.7,12.8,16.1,19.4,24.7,28.5,27.6,24.2,18,14.2,11.4,3.0417,4.45,7.4167,9.5167,12.742,16.958,19.792,19.742,16.775,11.792,8.7417,6.4167,40.667,37.417,40.75,48.75,55,46.667,23.333,23.75,34.5,52.083,59.25,53
-1,-0.3,2.4,3.9,7,10.6,12.7,13.1,10.4,6.2,3.4,1.7,7.7,10.3,14,17,20.2,25.7,29.5,28.6,24.9,18.5,13.7,10.6,3.2083,4.65,7.8167,10.125,13.375,17.858,20.9,20.658,17.467,12.117,8.3333,5.6667,37.917,33.5,36.25,41.75,50.417,40.917,17.667,15.75,29.667,42.5,49.75,44.583
-3.3,-2.9,-1.1,-0.3,2.5,5.9,7.8,8.3,6.4,3,-0.1,-1.6,8.6,9.7,12,14,16.8,20.9,23.6,23.6,21,16.9,12.6,10,1.9333,2.8167,5.0583,6.55,9.4667,13.475,16.025,16.125,13.717,9.5167,5.6333,3.3667,72.417,69.25,56.417,86.083,76.417,63.333,45.667,53.667,66.083,87.5,109.75,97.583
-1.7,-1.2,1.1,2.1,5,8.4,10.2,10.6,8.6,5,2,0.2,7,9.1,12.4,15.3,18.6,23.8,27.3,26.6,23.1,17.4,12.1,8.5,2.5125,3.75,6.525,8.4,11.438,15.75,18.375,18.25,15.55,10.912,6.95,4.3,48.375,48.875,35.875,60.625,60.75,49.5,31.875,36.5,49.875,68,80.5,72.25
-3.8,-3.4,-1.5,-0.7,2.2,5.7,7.7,8.1,6.2,2.7,-0.4,-1.9,9.5,10.3,12.9,14.5,16.7,20.3,22.9,22.9,21.1,17.3,13.5,10.9,2.65,3.4083,5.6167,7.0667,9.8667,13.675,16.242,16.425,14.15,10.1,6.4583,4.3083,76.417,68.5,64.583,86.333,77.583,65.083,45.5,55,68.667,87,108.42,100.58
-1.8,-1.3,0.9,1.9,4.8,8.2,10,10.5,8.4,4.9,2.1,0.5,6.5,8.3,11.3,13.8,17,22,25.6,25,21.8,16.2,12,9,2.5,3.625,6.225,8,11.05,15.125,17.85,17.888,15.25,10.7,7.1875,4.8875,55,50.75,49.625,65.25,65.625,55.125,33.875,37.875,50,67.5,81,73.625
3.9,4.3,6,7.1,9.4,12.1,14.2,14.4,13.2,10,6.8,5.2,11.9,12.3,14.4,15.9,17.7,21.1,23.5,23.5,21.8,18.7,15.3,13.1,7.85,8.3167,10.25,11.517,13.683,16.717,18.933,19.067,17.583,14.383,11.067,9.1,68.667,59.333,57.167,89.167,60.5,51.667,40.833,54.833,65.667,86.667,112,87.167
3.4,3.7,5.4,6.5,8.9,11.8,13.7,14.1,12.6,9.5,6.5,4.9,11.6,12.2,14.8,16.2,18,21.2,23.3,23.5,22.2,18.9,15.4,12.9,7.875,8.3,10.425,11.75,13.85,16.975,19.075,19.3,17.825,14.575,11.3,9.225,75.25,63,61.25,85,62.25,53.75,39.75,57,74,91.75,113.5,101
-0.3,0.2,2.6,4.7,7.8,12.1,15.3,15.1,11.9,7.6,2.9,0.9,9.2,11.6,15.3,18.2,22.3,27.6,32,30.8,26.4,19.7,13.5,9.7,4.81,6.13,9.32,11.9,15.46,20.21,23.89,23.23,19.53,13.91,8.64,5.43,39.8,38.4,35.6,44.1,45.3,29.5,11.5,11.4,30.2,47.9,52.2,46.1
-0.1,0.4,2.6,4.8,8.2,12.1,15.5,15.3,12.3,7.5,2.9,0.6,8.9,11.2,14.9,17.7,22.1,27.1,31.5,30.5,26.2,19.1,13,9.3,4.4727,5.9091,8.8727,11.291,15.209,19.664,23.527,22.991,19.3,13.464,8.1727,5.0545,36.636,41.727,38.182,41.727,45.273,30.273,11.909,11.545,32.364,49.182,55.909,46.909
-1.5,-1,1.1,2.9,5.9,9.9,12.9,13,9.9,5.9,1.7,0,6.7,9.1,12.6,15.3,19.1,24.2,28,27.7,23.7,16.8,11.7,7.9,2.7,4.1,6.9667,9.2833,12.7,17.283,20.733,20.6,17,11.483,6.7833,3.9667,38.333,37.5,40.333,46,55,43.667,19.5,15.833,35,45.5,52.333,47.333
-3.2,-2.8,-1.3,0,3.2,7.4,10.7,10.7,7.7,3.6,-0.9,-2,6.7,8.9,12.3,14.9,19,24.1,28.2,27.7,23.4,16.3,10.9,7.1,1.8556,3.1222,5.5889,7.6444,11.178,15.978,19.7,19.533,15.767,10.089,5.1333,2.6222,42.778,41.778,46.222,53.333,63.333,47.556,21.444,18.889,39.556,51,58.444,53.778
-3.1,-2.6,-0.9,0.7,3.9,7.9,11,11,8.2,3.9,-0.3,-1.8,6,8.3,11.7,14.2,18.2,23.3,27.3,27,22.9,15.9,10.5,6.9,1.725,3.0625,5.6875,7.7375,11.362,15.912,19.512,19.338,15.85,10.112,5.325,2.7125,42.125,43.625,46.25,50.875,63,49.125,24.625,22,41.375,48.75,55.125,52.875
-2.7,-2.2,-0.5,1.2,4.4,8.5,11.7,11.6,8.7,4.4,0,-1.5,7.7,10,13.6,16.2,20.7,25.5,29.5,28.9,24.6,17.7,11.9,8.3,2.8,4.1667,6.8917,9.1,12.95,17.408,21.15,20.9,17.208,11.408,6.3333,3.625,38,41.25,42.917,46,55.417,41,19,16.583,37.333,48.417,55.417,49.083
-0.7,-0.2,1.9,3.3,6.3,9.6,11.7,12.1,10,6.3,2.8,0.9,6.5,8.7,12.1,14.9,18.4,23.3,27.2,26.5,23.1,16.8,12.3,9,2.7778,4.0889,6.9556,8.9333,12.189,16.267,19.289,19.156,16.333,11.411,7.3,4.6556,45,40.556,46.889,51.333,58.778,48.333,26.333,26.333,40.667,51.667,60.222,56.222
-1.1,-0.5,1.8,3.5,6.5,10.1,12.6,12.8,10.2,6.2,2.6,0.8,6.7,9.1,12.6,15.4,19.2,24.2,28.1,27.5,23.8,17,12.1,8.5,2.7889,4.2222,7.1667,9.4111,12.778,17.133,20.367,20.222,16.967,11.622,7.3333,4.6556,38.556,36.111,40.556,45.222,54.444,44.444,21,18.667,34.667,44.889,51.667,47.333
-3.2,-2.6,-0.9,0.4,3.6,7.1,9.5,9.8,7.6,3.6,-0.3,-1.9,6.4,8.1,11.6,13.6,17.3,22.1,26.1,25.7,22,16.2,10.5,7,1.8333,3,5.575,7.35,10.708,14.825,17.967,18,15.125,10.108,5.3667,2.7667,54.5,50.833,50.083,60.667,70,55.833,33.417,34.167,50.5,55.167,65.5,65.917
-2.1,-1.4,0.4,2.1,5.2,8.8,11.3,11.4,9.1,4.9,0.9,-0.7,6.5,8.7,12.3,14.7,18.6,23.7,27.7,27.3,23.4,16.5,11.2,7.5,2.3833,3.775,6.5417,8.6333,12.108,16.475,19.808,19.667,16.467,10.95,6.2417,3.5167,41.833,41,42.333,48.417,59.917,47.75,24.75,23.25,40.75,46.5,52.667,51.333
-0.3,0.1,2,3,5.9,9.1,11.1,11.5,9.6,6.3,3.2,1.6,10,10.6,13.3,14.8,16.9,20.3,23,22.9,21.2,17.6,13.7,11.2,4.6111,5.2444,7.5222,8.8889,11.533,15.022,17.411,17.689,15.678,11.944,8.1667,5.9222,80,69.222,67.333,83.667,73.111,62,42.778,55,73.778,87.556,106.67,104.44
-0.7,-0.3,1.5,2.7,5.7,9,11.1,11.6,9.6,6,2.4,0.7,6.2,7.9,11,13.4,16.6,21.2,24.8,24.4,21.3,15.8,11.2,8,2.7167,3.7333,6.2667,7.9333,11,14.833,17.65,17.733,15.217,10.783,6.7,4.2667,60.333,54.167,56.833,67,68.667,56.667,35.833,39.667,55,66.667,81.333,77.5
0.4,0.7,2.2,3.2,6.1,9.2,11.2,11.7,9.9,6.7,3.2,1.6,10.3,10.9,13.8,14.6,17.1,20.2,23.1,23.2,21.3,18.1,13.4,10.9,5.275,5.825,8.0917,9.2917,12.142,15.383,17.733,18.067,16.15,12.558,8.3333,6.1167,94.25,84.667,71.75,85.083,78.167,67.583,45.333,58.5,83.5,94.167,107.5,117.92
-0.2,0.1,1.8,3,6,9.2,11.3,11.7,9.8,6.4,2.7,1,7.6,8.9,12.4,14.1,17.5,21.7,25,25,22.1,16.9,11.4,8.2,3.75,4.7,7.2375,8.775,11.95,15.562,18.312,18.488,16.075,11.75,7.1125,4.6375,66.125,59.625,55.25,67,70.125,57.875,36.5,42,61.125,67.625,78.75,81.5
6,6.1,7.7,8.9,11.1,14,16,16.3,14.8,11.9,9,7.2,11.7,12.1,14.6,15.9,17.6,20.7,22.6,23,21.8,18.7,15.1,12.7,8.9,9.1333,11.2,12.367,14.267,17.2,19.1,19.5,18.233,15.3,11.967,9.8667,92.667,74.667,71.667,91,66.333,57.667,42.333,65.667,90.667,105.33,127,126
5.6,5.7,7.2,8.3,10.9,13.8,15.8,15.9,14.4,11.7,8.2,6.4,11.8,12,14.7,15.5,17.6,20.3,22.2,22.8,21.6,18.8,14.7,12.4,8.6,8.82,10.94,11.92,14.2,17,18.92,19.3,18,15.18,11.44,9.36,112.8,100.6,79.2,92.8,74.6,66.6,46,68.2,102.6,116.4,128.8,146.2
4,3.7,5.2,6.6,8.9,11.5,12.9,13.3,13.2,9.4,6.7,4.6,9.3,9.6,12.5,14,16.4,19.1,20.4,20.7,19.2,16,12.1,10,6.675,6.65,8.85,10.325,12.6,15.25,16.575,16.95,16.325,12.7,9.375,7.275,119.5,98.5,78.75,64,67.25,53.75,45.5,65.5,84.75,91.5,123.25,132.25
3.4,3.2,4.8,6.4,8.9,11.5,12.9,13.3,13.7,9.1,6.2,4.1,8.8,9.3,12.6,14.4,17.1,19.8,21.2,21.5,19.8,16.1,11.8,9.5,6.15,6.32,8.73,10.43,12.91,15.56,16.97,17.32,16.74,12.57,9.04,6.78,105.8,85.9,71.6,58.8,63.6,51.7,45.5,59.6,78.2,87.3,107.7,115.7
3.7,3.5,5.1,6.6,9,11.7,13.2,13.5,13.6,9.3,6.4,4.3,8.7,9.3,12.5,14.3,16.9,19.7,21.1,21.4,19.8,16,11.7,9.3,6.2,6.4,8.75,10.45,12.95,15.65,17.05,17.4,16.7,12.6,9.05,6.8,105,86,71.5,61,65,53,47,61.5,80,89,110.5,116
-1.8,-1.2,1,3.4,6.8,10.8,13.7,13.4,10.7,5.7,1.5,-0.7,8.5,10.7,14.2,16.7,21.1,26.3,30.7,30.1,25.7,18.6,12.8,9.2,3.5,4.8909,7.7455,10.173,13.936,18.573,22.309,21.827,18.291,12.309,7.3364,4.4091,33.455,37.545,46.182,42.182,55,39.364,16.273,17.364,36.455,45.909,46,44.727
-4.2,-3.7,-1.6,0.6,4.2,8.4,11.3,11.1,8.2,3.2,-0.9,-3,7.8,9.9,13.2,15.8,19.6,25.3,29.8,29.1,24.8,17.8,12.3,8.7,1.57,2.8,5.55,7.98,11.58,16.49,20.09,19.59,16.18,10.26,5.56,2.7,37.9,40,56,49.8,70.8,54.8,24.6,28.5,44.5,48.5,44.7,48.2
